Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
12/01/23,13:00,840060374009,Long Beach Signal Hi,-8,UG/M3,South Coast AQMD,4.7,13.0
12/01/23,15:00,840060374009,Long Beach Signal Hi,-8,UG/M3,South Coast AQMD,5.9,27.0
