Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
03/18/21,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,32.0,South Coast AQMD
03/18/21,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,20.0,South Coast AQMD
03/18/21,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,34.0,South Coast AQMD
03/18/21,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
03/18/21,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,33.0,South Coast AQMD
03/18/21,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
03/18/21,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,44.0,South Coast AQMD
03/18/21,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
03/18/21,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,10.3,South Coast AQMD
03/18/21,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.5,South Coast AQMD
03/18/21,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.4,South Coast AQMD
03/18/21,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.2,South Coast AQMD
