Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
09/29/15,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.0,South Coast AQMD
09/29/15,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,39.0,South Coast AQMD
09/29/15,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.0,South Coast AQMD
09/29/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,34.0,South Coast AQMD
09/29/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,21.0,South Coast AQMD
09/29/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,30.0,South Coast AQMD
09/29/15,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,18.0,South Coast AQMD
09/29/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,30.0,South Coast AQMD
09/29/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
09/29/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,31.0,South Coast AQMD
09/29/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,13.0,South Coast AQMD
09/29/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,38.0,South Coast AQMD
09/29/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,19.0,South Coast AQMD
09/29/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,46.0,South Coast AQMD
09/29/15,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,25.0,South Coast AQMD
09/29/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,54.0,South Coast AQMD
09/29/15,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.0,South Coast AQMD
09/29/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,10.0,South Coast AQMD
09/29/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.0,South Coast AQMD
09/29/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,5.0,South Coast AQMD
09/29/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,7.0,South Coast AQMD
09/29/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.0,South Coast AQMD
09/29/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.0,South Coast AQMD
09/29/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,23.0,South Coast AQMD
