Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
06/07/21,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,14.0,South Coast AQMD
06/07/21,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.0,South Coast AQMD
06/07/21,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
06/07/21,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.0,South Coast AQMD
06/07/21,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
06/07/21,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
06/07/21,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
06/07/21,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.0,South Coast AQMD
06/07/21,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
06/07/21,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
06/07/21,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,21.0,South Coast AQMD
06/07/21,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.0,South Coast AQMD
06/07/21,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,17.0,South Coast AQMD
06/07/21,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.0,South Coast AQMD
06/07/21,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,21.0,South Coast AQMD
06/07/21,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,15.0,South Coast AQMD
06/07/21,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,4.9,South Coast AQMD
06/07/21,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,4.4,South Coast AQMD
06/07/21,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,5.3,South Coast AQMD
06/07/21,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,6.1,South Coast AQMD
06/07/21,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,6.8,South Coast AQMD
06/07/21,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,5.4,South Coast AQMD
06/07/21,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,1.7,South Coast AQMD
06/07/21,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,1.4,South Coast AQMD
