Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
08/26/16,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.0,South Coast AQMD
08/26/16,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,37.0,South Coast AQMD
08/26/16,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
08/26/16,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,35.0,South Coast AQMD
08/26/16,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
08/26/16,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,37.0,South Coast AQMD
08/26/16,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
08/26/16,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,37.0,South Coast AQMD
08/26/16,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
08/26/16,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,30.0,South Coast AQMD
08/26/16,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,18.0,South Coast AQMD
08/26/16,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,33.0,South Coast AQMD
08/26/16,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
08/26/16,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,33.0,South Coast AQMD
08/26/16,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
08/26/16,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,36.0,South Coast AQMD
08/26/16,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,10.0,South Coast AQMD
08/26/16,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,9.0,South Coast AQMD
08/26/16,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,9.0,South Coast AQMD
08/26/16,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.0,South Coast AQMD
08/26/16,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.0,South Coast AQMD
08/26/16,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,9.0,South Coast AQMD
08/26/16,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.0,South Coast AQMD
08/26/16,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.0,South Coast AQMD
