Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
08/20/19,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
08/20/19,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
08/20/19,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
08/20/19,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.0,South Coast AQMD
08/20/19,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
08/20/19,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
08/20/19,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
08/20/19,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
08/20/19,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,26.0,South Coast AQMD
08/20/19,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
08/20/19,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,32.0,South Coast AQMD
08/20/19,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
08/20/19,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,42.0,South Coast AQMD
08/20/19,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,23.0,South Coast AQMD
08/20/19,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,5.6,South Coast AQMD
08/20/19,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,6.1,South Coast AQMD
08/20/19,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,4.6,South Coast AQMD
08/20/19,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,6.6,South Coast AQMD
08/20/19,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.8,South Coast AQMD
08/20/19,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.1,South Coast AQMD
08/20/19,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.6,South Coast AQMD
