Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
12/18/15,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,42.0,South Coast AQMD
12/18/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,41.0,South Coast AQMD
12/18/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,35.0,South Coast AQMD
12/18/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,29.0,South Coast AQMD
12/18/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,26.0,South Coast AQMD
12/18/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
12/18/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,31.0,South Coast AQMD
12/18/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,32.0,South Coast AQMD
12/18/15,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,28.0,South Coast AQMD
12/18/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,34.0,South Coast AQMD
12/18/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,29.0,South Coast AQMD
12/18/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,27.0,South Coast AQMD
12/18/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,23.0,South Coast AQMD
12/18/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,17.0,South Coast AQMD
12/18/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,25.0,South Coast AQMD
12/18/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,28.0,South Coast AQMD
