Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
11/27/23,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
11/27/23,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,5.7,South Coast AQMD
11/27/23,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
11/27/23,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,5.0,South Coast AQMD
11/27/23,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,19.0,South Coast AQMD
11/27/23,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,3.5,South Coast AQMD
11/27/23,09:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,24.0,South Coast AQMD
11/27/23,09:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,12.2,South Coast AQMD
11/27/23,11:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,21.0,South Coast AQMD
11/27/23,11:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,9.6,South Coast AQMD
11/27/23,12:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,22.0,South Coast AQMD
11/27/23,12:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,9.8,South Coast AQMD
