Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
03/14/24,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,18.0,South Coast AQMD
03/14/24,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.9,South Coast AQMD
03/14/24,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,21.0,South Coast AQMD
03/14/24,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.7,South Coast AQMD
03/14/24,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,32.0,South Coast AQMD
03/14/24,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.6,South Coast AQMD
03/14/24,09:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,16.0,South Coast AQMD
03/14/24,09:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,3.0,South Coast AQMD
03/14/24,10:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,18.0,South Coast AQMD
03/14/24,10:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,5.6,South Coast AQMD
03/14/24,15:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,42.0,South Coast AQMD
03/14/24,15:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,8.6,South Coast AQMD
