Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
04/25/23,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,28.0,South Coast AQMD
04/25/23,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,20.0,South Coast AQMD
04/25/23,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,26.0,South Coast AQMD
04/25/23,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.8,South Coast AQMD
04/25/23,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,32.0,South Coast AQMD
04/25/23,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.4,South Coast AQMD
04/25/23,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,31.0,South Coast AQMD
04/25/23,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.4,South Coast AQMD
04/25/23,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,31.0,South Coast AQMD
04/25/23,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,13.9,South Coast AQMD
04/25/23,11:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,20.0,South Coast AQMD
04/25/23,11:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,11.9,South Coast AQMD
04/25/23,12:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,20.0,South Coast AQMD
04/25/23,12:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,9.0,South Coast AQMD
04/25/23,13:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,21.0,South Coast AQMD
04/25/23,13:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,13.1,South Coast AQMD
04/25/23,14:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,19.0,South Coast AQMD
04/25/23,14:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,12.2,South Coast AQMD
04/25/23,15:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,28.0,South Coast AQMD
04/25/23,15:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,8.5,South Coast AQMD
