Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
12/11/20,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,43.0,South Coast AQMD
12/11/20,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
12/11/20,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,41.0,South Coast AQMD
12/11/20,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
12/11/20,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,36.0,South Coast AQMD
12/11/20,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
12/11/20,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,44.0,South Coast AQMD
12/11/20,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
12/11/20,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,43.0,South Coast AQMD
12/11/20,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
12/11/20,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,18.4,South Coast AQMD
12/11/20,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.7,South Coast AQMD
12/11/20,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,17.4,South Coast AQMD
12/11/20,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,18.1,South Coast AQMD
12/11/20,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,20.1,South Coast AQMD
