Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
03/10/23,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,11.0,South Coast AQMD
03/10/23,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.5,South Coast AQMD
03/10/23,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
03/10/23,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.2,South Coast AQMD
03/10/23,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
03/10/23,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.6,South Coast AQMD
03/10/23,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,9.0,South Coast AQMD
03/10/23,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.0,South Coast AQMD
03/10/23,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,10.0,South Coast AQMD
03/10/23,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.5,South Coast AQMD
03/10/23,08:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,8.0,South Coast AQMD
03/10/23,08:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,4.8,South Coast AQMD
03/10/23,09:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,8.0,South Coast AQMD
03/10/23,09:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,6.8,South Coast AQMD
03/10/23,10:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,5.0,South Coast AQMD
03/10/23,10:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,6.8,South Coast AQMD
03/10/23,11:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,7.0,South Coast AQMD
03/10/23,11:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,4.1,South Coast AQMD
03/10/23,13:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,6.0,South Coast AQMD
03/10/23,13:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,4.4,South Coast AQMD
