Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
04/07/17,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,5.0,South Coast AQMD
04/07/17,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,16.0,South Coast AQMD
04/07/17,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.0,South Coast AQMD
04/07/17,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,14.0,South Coast AQMD
04/07/17,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
04/07/17,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
04/07/17,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,22.0,South Coast AQMD
04/07/17,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,31.0,South Coast AQMD
04/07/17,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,20.0,South Coast AQMD
04/07/17,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,34.0,South Coast AQMD
04/07/17,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,20.0,South Coast AQMD
04/07/17,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,34.0,South Coast AQMD
04/07/17,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
04/07/17,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,29.0,South Coast AQMD
04/07/17,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.0,South Coast AQMD
04/07/17,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,26.0,South Coast AQMD
04/07/17,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.8,South Coast AQMD
04/07/17,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,9.0,South Coast AQMD
04/07/17,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,10.1,South Coast AQMD
04/07/17,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,17.3,South Coast AQMD
04/07/17,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,15.3,South Coast AQMD
04/07/17,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.3,South Coast AQMD
04/07/17,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.1,South Coast AQMD
04/07/17,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.6,South Coast AQMD
