Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
02/12/24,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,28.0,South Coast AQMD
02/12/24,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.1,South Coast AQMD
02/12/24,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,25.0,South Coast AQMD
02/12/24,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.1,South Coast AQMD
02/12/24,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,19.0,South Coast AQMD
02/12/24,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.4,South Coast AQMD
02/12/24,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,18.0,South Coast AQMD
02/12/24,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.4,South Coast AQMD
02/12/24,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,19.0,South Coast AQMD
02/12/24,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.1,South Coast AQMD
02/12/24,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,21.0,South Coast AQMD
02/12/24,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,11.6,South Coast AQMD
02/12/24,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,28.0,South Coast AQMD
02/12/24,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.7,South Coast AQMD
02/12/24,08:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,21.0,South Coast AQMD
02/12/24,08:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,9.8,South Coast AQMD
02/12/24,09:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,28.0,South Coast AQMD
02/12/24,09:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,23.5,South Coast AQMD
02/12/24,11:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,43.0,South Coast AQMD
02/12/24,11:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,40.6,South Coast AQMD
02/12/24,12:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,30.0,South Coast AQMD
02/12/24,12:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,27.4,South Coast AQMD
02/12/24,13:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,41.0,South Coast AQMD
02/12/24,13:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,25.2,South Coast AQMD
02/12/24,14:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,59.0,South Coast AQMD
02/12/24,14:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,30.3,South Coast AQMD
02/12/24,15:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,50.0,South Coast AQMD
02/12/24,15:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,27.1,South Coast AQMD
