Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
03/15/24,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,23.0,South Coast AQMD
03/15/24,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.5,South Coast AQMD
03/15/24,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
03/15/24,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.1,South Coast AQMD
03/15/24,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
03/15/24,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.8,South Coast AQMD
03/15/24,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,20.0,South Coast AQMD
03/15/24,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.5,South Coast AQMD
03/15/24,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
03/15/24,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.2,South Coast AQMD
03/15/24,08:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,12.0,South Coast AQMD
03/15/24,08:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,1.3,South Coast AQMD
03/15/24,09:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,8.0,South Coast AQMD
03/15/24,09:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,-0.1,South Coast AQMD
03/15/24,10:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,5.0,South Coast AQMD
03/15/24,10:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,1.5,South Coast AQMD
03/15/24,11:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,9.0,South Coast AQMD
03/15/24,11:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,0.8,South Coast AQMD
03/15/24,12:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,17.0,South Coast AQMD
03/15/24,12:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,2.9,South Coast AQMD
