Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
05/26/20,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,40.0,South Coast AQMD
05/26/20,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,21.0,South Coast AQMD
05/26/20,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,16.0,South Coast AQMD
05/26/20,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
05/26/20,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,20.0,South Coast AQMD
05/26/20,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.0,South Coast AQMD
05/26/20,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,35.0,South Coast AQMD
05/26/20,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
05/26/20,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,51.0,South Coast AQMD
05/26/20,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,20.0,South Coast AQMD
05/26/20,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,56.0,South Coast AQMD
05/26/20,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,25.0,South Coast AQMD
05/26/20,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.6,South Coast AQMD
05/26/20,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.1,South Coast AQMD
05/26/20,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.6,South Coast AQMD
05/26/20,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.6,South Coast AQMD
05/26/20,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,19.1,South Coast AQMD
05/26/20,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,21.0,South Coast AQMD
