Date,PM2.5,PM10
06/01/22,19.25,41.0
06/01/23,4.0875,14.0
06/02/15,9.9375,26.875
06/02/17,18.025,37.375
06/02/20,12.85,35.25
06/02/21,21.15,28.0
06/02/22,13.514285714285714,33.357142857142854
06/02/23,9.425,19.5
06/03/15,9.9375,25.125
06/03/20,13.2,24.0
06/03/21,11.85,20.0
06/03/24,9.7,14.0
06/04/15,12.9375,36.75
06/04/18,18.28125,41.125
06/04/20,16.4125,35.25
06/04/21,13.925,26.0
06/04/24,14.725,20.125
06/05/15,11.357142857142858,34.666666666666664
06/05/17,18.985714285714288,38.285714285714285
06/05/18,13.63125,34.5
06/05/20,8.15,18.666666666666668
06/05/23,8.9625,17.75
06/05/24,12.46875,22.3125
06/06/14,38.0,53.0
06/06/17,19.714285714285715,44.285714285714285
06/06/18,14.525,32.875
06/06/23,8.35,14.166666666666666
06/06/24,18.6125,25.5625
06/07/17,11.94375,28.125
06/07/18,13.8875,38.0
06/07/21,7.3125,15.625
06/07/23,2.94,9.0
06/07/24,8.450000000000001,10.928571428571429
06/08/15,17.6875,28.375
06/08/17,12.261538461538462,18.666666666666668
06/08/18,17.075,44.0
06/08/21,6.825,10.875
06/08/22,11.4,25.5
06/08/23,4.3875,11.75
06/09/14,27.285714285714285,33.57142857142857
06/09/15,16.0625,28.375
06/09/17,10.315384615384614,25.833333333333332
06/09/21,11.05,27.5
06/09/22,10.15,22.0
06/09/23,7.0,11.5
06/10/15,9.8125,28.25
06/10/20,15.75,33.0
06/10/21,10.53125,26.75
06/10/22,12.0,27.5
06/10/24,8.05625,15.125
06/11/14,15.5,25.5
06/11/15,14.0,21.75
06/11/18,19.25,47.75
06/11/20,12.607142857142858,37.57142857142857
06/11/21,13.4875,37.125
06/11/24,13.14375,21.0625
06/12/15,18.0625,29.625
06/12/18,20.125,47.0
06/12/19,14.9,51.0
06/12/23,3.7,15.0
06/12/24,7.475,10.125
06/13/17,13.45,
06/13/18,22.333333333333332,44.166666666666664
06/14/17,12.225,
06/14/18,19.666666666666668,33.5
06/14/21,11.95,25.75
06/14/23,4.2,11.0
08/16/17,17.1,
08/16/18,13.8375,37.5
08/16/19,15.68125,30.25
08/16/21,12.1,23.0
08/16/23,8.649999999999999,18.5
08/16/24,7.9625,25.125
08/17/15,22.1875,44.875
08/17/17,14.37857142857143,33.42857142857143
08/17/21,12.607142857142858,26.285714285714285
08/17/23,17.0,36.5
08/18/14,18.333333333333332,35.0
08/18/15,20.071428571428573,40.625
08/18/20,19.475,49.0
08/18/21,9.35,18.875
08/18/23,8.871428571428572,16.214285714285715
08/19/14,12.857142857142858,24.0
08/19/15,25.0625,37.875
08/19/19,8.6,20.875
08/19/21,4.9375,12.5
08/19/22,8.05,20.0
08/20/14,15.5,20.125
08/20/15,20.625,37.75
08/20/19,10.528571428571428,27.285714285714285
08/20/21,8.11,17.8
08/21/14,13.625,19.0
08/21/15,21.8,41.0
08/21/17,12.216666666666667,26.0
08/21/18,22.95,45.0
08/21/19,11.333333333333334,31.333333333333332
08/22/14,15.125,20.625
08/22/17,9.575,18.0
08/22/19,14.275,36.0
08/22/22,8.600000000000001,16.0
08/23/16,15.75,36.875
08/23/17,17.35,29.0
08/23/19,11.75,27.0
08/23/21,17.775000000000002,28.833333333333332
08/23/22,9.9,23.0
08/24/15,19.071428571428573,33.714285714285715
08/24/16,14.4375,38.75
08/24/17,23.125,41.5
08/24/21,12.35,24.5
08/24/22,8.03125,21.6875
08/25/14,16.25,22.625
08/25/15,19.125,39.5
08/25/16,13.9375,35.75
08/25/21,13.75,24.4
08/25/22,5.6,18.3125
08/25/23,13.7,31.0
08/26/14,23.142857142857142,34.0
08/26/15,31.25,62.5
08/26/16,11.875,34.75
08/26/19,10.4,24.0
08/26/21,20.16875,42.75
08/26/22,10.01875,22.0
08/27/14,23.125,37.125
08/27/15,24.0,44.25
08/27/19,11.43125,29.75
08/27/21,19.35,50.5
08/27/24,15.8,29.0
08/28/14,18.0,40.375
08/28/15,15.357142857142858,43.857142857142854
08/28/17,20.0,30.0
08/28/18,14.441666666666668,30.833333333333332
08/28/19,10.02,27.0
08/28/20,15.4,42.5
08/28/23,15.5,24.0
08/28/24,13.085714285714285,20.571428571428573
08/29/14,22.75,42.125
08/29/16,12.0,38.75
08/29/22,5.1000000000000005,16.857142857142858
08/29/23,13.7,30.25
08/30/16,15.0,38.375
08/30/18,11.5,34.0
08/30/22,12.071428571428571,28.357142857142858
08/31/15,10.0,37.25
08/31/16,15.625,33.125
08/31/17,19.28125,48.375
08/31/18,16.733333333333334,40.333333333333336
08/31/20,12.7125,20.0
08/31/22,16.22,43.8
09/02/14,20.25,30.5
09/02/15,13.333333333333334,29.666666666666668
09/02/16,16.727272727272727,42.0
09/02/19,12.75,34.5
09/02/20,11.216666666666667,23.166666666666668
09/02/22,11.783333333333333,35.166666666666664
09/02/24,14.4,28.5
09/03/14,20.25,35.125
09/03/15,8.0,29.0
09/03/19,11.95,27.0
09/03/20,14.35,32.25
09/03/24,12.864285714285714,24.714285714285715
09/04/14,24.75,33.625
09/04/15,8.083333333333334,24.166666666666668
09/04/17,6.85625,12.625
09/04/20,20.3125,41.875
09/04/24,9.25,25.0
09/05/14,20.0,24.5
09/05/16,12.142857142857142,33.42857142857143
09/05/17,17.975,27.625
09/05/19,15.2,53.4
09/05/22,5.66,16.8
09/05/23,10.9,23.0
09/05/24,10.183333333333334,32.416666666666664
09/06/16,12.0,36.57142857142857
09/06/17,17.4125,33.5
09/06/19,9.992857142857144,33.857142857142854
09/06/22,5.4,23.75
09/06/23,8.82,21.88888888888889
09/06/24,16.450000000000003,67.5
09/07/15,13.428571428571429,33.42857142857143
09/07/16,13.5,39.714285714285715
09/07/17,22.16875,40.375
09/07/18,16.75,29.0
09/07/20,20.6625,47.625
09/07/22,11.55,24.5
09/07/23,10.64375,22.5
09/08/14,24.142857142857142,34.75
09/08/15,16.625,40.75
09/08/16,10.666666666666666,38.333333333333336
09/08/17,18.825,34.125
09/08/20,15.93125,26.375
09/08/22,18.65,37.5
09/08/23,12.20625,26.75
09/09/14,23.0,34.125
09/09/15,18.5,38.0
09/09/16,14.666666666666666,30.333333333333332
09/09/20,16.891666666666666,38.666666666666664
09/09/22,11.3,80.0
09/09/24,18.108333333333334,42.5
09/10/14,21.125,33.25
09/10/15,15.9375,38.75
09/10/18,11.55,25.0
09/10/24,9.55,35.5
09/11/14,21.625,36.75
09/11/15,15.25,41.375
09/11/17,16.475,35.875
09/11/23,14.8,33.8125
09/11/24,9.0,32.0
09/12/14,25.25,48.125
09/12/16,14.0,33.333333333333336
09/12/17,14.2125,24.375
09/12/18,13.1,35.5
09/12/19,15.6,53.0
09/12/23,11.5,28.8125
09/12/24,6.6,15.0
09/13/16,4.5,15.0
09/13/17,13.40625,26.5
09/13/19,10.8875,39.25
09/13/22,13.55,28.75
09/13/23,10.0875,22.8125
09/13/24,7.933333333333334,25.916666666666668
09/14/15,13.3125,31.0
09/14/16,7.428571428571429,23.142857142857142
09/14/17,11.426666666666668,25.875
09/14/22,7.550000000000001,25.333333333333332
09/14/23,11.225,25.3125
09/15/14,28.75,43.625
09/15/15,6.666666666666667,7.0
09/15/16,11.5,42.75
09/15/17,9.53125,19.125
09/15/20,72.9875,98.0
09/15/22,7.3500000000000005,21.5
09/15/23,11.478571428571428,23.142857142857142
09/16/14,23.875,46.75
09/16/15,7.1875,15.875
09/16/16,12.0,37.25
09/16/19,16.7,30.0
09/16/20,60.7,101.0
09/16/24,5.257142857142857,14.428571428571429
09/17/14,30.4,55.42857142857143
09/17/15,9.9375,26.0
09/17/18,16.1,41.0
09/17/20,22.78,54.6
09/17/24,6.65625,21.25
09/18/14,17.5,32.75
09/18/15,9.8125,31.375
09/18/17,13.575,36.25
09/18/18,11.2625,38.625
09/18/19,10.1,38.0
09/18/23,7.24375,14.6875
09/18/24,10.725,24.125
09/19/14,14.0,20.0
09/19/16,25.6,47.6
09/19/17,16.45714285714286,34.714285714285715
09/19/18,13.313333333333333,40.42857142857143
09/19/23,10.75,14.5
09/19/24,8.45,21.8125
09/20/16,16.5,49.0
09/20/17,18.4,33.5
09/20/18,15.025,44.875
09/20/19,4.4,
09/20/22,2.225,12.75
09/20/23,6.970000000000001,17.4
09/20/24,4.9,16.0625
09/21/15,14.0625,33.0
09/21/16,12.666666666666666,21.666666666666668
09/21/17,11.183333333333332,28.333333333333332
09/21/18,19.54375,49.375
09/21/20,20.983333333333334,41.333333333333336
09/21/21,10.775,32.375
09/21/23,16.75,29.0
09/22/14,18.0,25.0
09/22/15,19.875,42.25
09/22/16,10.571428571428571,33.0
09/22/17,12.95,38.0
09/22/21,15.5875,40.25
09/22/22,7.25,25.5
09/22/23,25.45,44.0
09/23/14,15.0,29.0
09/23/15,14.875,32.875
09/23/16,12.857142857142858,57.714285714285715
09/23/19,8.8,
09/23/21,12.7875,34.5
09/23/24,15.6,20.916666666666668
09/24/14,19.875,37.875
09/24/15,16.4375,43.125
09/24/18,15.43125,34.375
09/24/19,13.5,
09/24/20,20.85,51.0
09/24/21,15.216666666666667,29.0
09/24/24,13.0375,19.75
09/25/14,19.0,40.5
09/25/15,12.3125,41.875
09/25/18,18.79375,36.625
09/25/19,14.066666666666668,
09/25/20,15.592857142857143,32.0
09/25/23,21.03,30.6
09/25/24,16.45714285714286,23.785714285714285
09/26/14,13.5,26.375
09/26/16,12.428571428571429,45.857142857142854
09/26/18,16.259999999999998,33.0
09/26/22,12.125,29.25
09/26/23,11.675,20.75
09/26/24,7.1125,18.0
09/27/16,11.1875,40.5
09/27/17,14.733333333333334,50.666666666666664
09/27/18,19.72,50.4
09/27/19,9.19375,26.125
09/27/21,11.814285714285715,24.0
09/27/22,12.3,30.5
09/27/24,16.580000000000002,27.7
09/28/15,14.75,41.75
09/28/16,8.0,39.857142857142854
09/28/17,20.4,43.5
09/28/18,20.575,43.0
09/28/21,7.0,16.5
09/29/14,17.625,31.0
09/29/15,13.375,37.75
09/29/16,11.714285714285714,40.285714285714285
09/29/17,15.564285714285715,46.57142857142857
09/29/21,10.5,23.0
09/29/23,11.45,26.0
09/30/14,20.5,37.875
09/30/15,12.4,38.0
09/30/16,9.375,36.625
09/30/19,10.3375,24.75
09/30/20,21.075,61.5
09/30/21,17.71,46.0
09/30/22,9.675,25.25
10/01/14,22.166666666666668,41.833333333333336
10/01/15,15.9375,48.625
10/01/19,10.13125,31.0
10/01/20,15.828571428571427,50.714285714285715
10/01/21,12.514285714285714,41.0
10/01/24,11.1,28.333333333333332
10/02/15,10.625,32.375
10/02/19,13.6,42.5
10/02/20,18.19,51.0
10/02/23,10.700000000000001,20.428571428571427
10/03/16,11.0625,41.125
10/03/19,13.714285714285714,39.142857142857146
10/03/22,7.74,22.0
10/03/24,9.65,14.0
10/04/16,8.25,34.0
10/04/17,15.625,34.5
10/04/19,13.225,37.833333333333336
10/04/22,7.625,23.8125
10/05/15,5.769230769230769,15.0
10/05/16,4.875,25.75
10/05/17,22.25,59.0
10/05/20,50.81,74.4
10/05/22,12.228571428571428,27.8
10/06/15,9.428571428571429,21.714285714285715
10/06/16,10.6875,36.75
10/06/22,11.3125,27.75
10/07/15,12.0,30.0
10/07/16,13.909090909090908,53.375
10/07/19,14.275,37.5
10/07/21,10.25,18.0
10/07/22,17.9625,35.8125
10/08/14,27.0,59.0
10/08/15,17.333333333333332,44.0
10/08/18,14.25,37.0
10/08/19,12.475,34.75
10/08/20,23.15,34.0
10/08/24,19.316666666666666,27.166666666666668
10/09/14,13.0,32.0
10/09/15,21.5,52.2
10/09/17,17.849999999999998,41.0
10/09/18,11.471428571428572,30.142857142857142
10/09/20,15.925,33.0
10/09/24,20.29375,30.625
10/10/14,17.0,25.0
10/10/16,10.1875,35.125
10/10/19,11.55,34.0
10/10/22,13.4125,29.5
10/10/23,6.3,21.0
10/11/16,8.428571428571429,24.875
10/11/19,24.65,58.0
10/11/21,18.1,42.0
10/11/22,8.6125,27.0
10/11/23,7.025,19.5
10/12/15,12.625,37.625
10/12/16,10.625,24.75
10/12/17,15.2,47.0
10/12/20,18.666666666666668,38.0
10/12/21,9.078571428571427,63.42857142857143
10/12/22,9.208333333333334,20.083333333333332
10/13/14,41.0,54.0
10/13/15,12.5,29.0
10/13/16,13.1875,38.375
10/13/17,23.77857142857143,56.57142857142857
10/13/20,15.91,37.4
10/13/22,17.175,25.25
10/13/23,10.6,31.0
10/15/14,11.0,19.0
10/15/15,7.833333333333333,14.833333333333334
10/15/18,9.416666666666666,26.666666666666668
10/15/20,22.825,50.625
10/15/24,17.775,29.0
10/16/14,15.25,44.375
10/16/15,11.75,23.833333333333332
10/16/17,19.214285714285715,43.0
10/16/18,13.325,37.0
10/16/19,18.45,41.0
10/16/20,20.15,48.875
10/17/14,,52.625
10/17/16,2.6666666666666665,3.75
10/17/17,16.725,42.375
10/17/18,9.45,25.0
10/17/22,10.45,24.5
10/17/23,14.25,44.0
10/18/16,6.0625,25.0
10/18/17,20.913333333333334,61.0
10/18/19,12.9,41.0
10/18/22,14.2,31.25
10/18/23,15.25,33.666666666666664
10/18/24,15.15,26.5
10/19/15,11.375,26.5
10/19/16,15.5,41.875
10/19/17,26.5375,67.5
10/19/20,18.25625,35.75
10/19/21,7.55,31.0
10/19/22,14.421428571428573,35.42857142857143
10/20/14,19.375,32.75
10/20/15,11.125,26.0
10/20/16,13.0625,48.5
10/20/17,11.63125,33.125
10/20/20,22.35,38.0
10/20/21,11.433333333333332,33.0
10/20/23,13.9125,33.25
10/21/14,24.875,40.375
10/21/15,12.466666666666667,30.142857142857142
10/21/16,14.9375,37.714285714285715
10/21/19,11.157142857142857,26.428571428571427
10/21/20,30.86875,44.125
10/21/21,18.65,45.0
10/22/14,18.25,43.375
10/22/15,9.75,37.25
10/22/20,14.10625,30.25
10/23/14,23.8,56.2
10/23/15,16.0625,36.625
10/23/17,12.6625,41.875
10/23/18,25.75,55.0
10/23/20,13.91875,28.5
10/23/23,3.61875,15.6875
10/24/14,23.8,52.2
10/24/16,7.8125,18.75
10/24/17,16.2,51.125
10/24/18,17.25,42.5
10/24/23,6.01875,20.8125
10/24/24,10.399999999999999,34.5
10/25/16,6.875,25.0
10/25/17,11.94375,38.75
10/25/18,18.45625,44.5
10/25/22,11.0,40.75
10/25/23,5.69375,18.1875
10/25/24,13.225000000000001,35.5
10/26/15,15.6875,38.875
10/26/16,7.7,33.8
10/26/17,17.65,80.0
10/26/18,22.11875,49.75
10/26/20,13.2125,30.625
10/26/22,8.5,31.5
10/26/23,6.54375,19.125
10/27/14,18.0,44.0
10/27/15,19.3125,56.0
10/27/16,7.3076923076923075,25.714285714285715
10/27/17,23.4,50.5
10/27/20,63.49166666666667,106.33333333333333
10/27/22,13.7,35.0
10/27/23,10.5,27.125
10/28/14,11.333333333333334,40.0
10/28/15,25.125,56.375
10/28/16,9.4,27.6
10/28/20,37.824999999999996,59.166666666666664
10/28/22,15.642857142857142,40.285714285714285
10/28/24,13.3125,31.125
10/29/14,16.333333333333332,42.666666666666664
10/29/15,5.266666666666667,30.125
10/29/18,28.325,50.875
10/29/20,27.8,59.2
10/29/24,8.424999999999999,31.916666666666668
10/30/14,17.6,42.4
10/30/15,8.928571428571429,33.285714285714285
10/30/17,9.15,25.333333333333332
10/30/18,14.175,32.25
10/30/19,13.3,63.0
10/30/20,26.275,48.0
10/30/23,11.175,41.375
10/30/24,8.89375,25.6875
10/31/14,18.8,33.2
10/31/16,5.571428571428571,19.75
10/31/17,9.61,20.4
10/31/18,24.75625,50.0
10/31/22,12.783333333333333,37.333333333333336
10/31/23,8.1625,32.75
10/31/24,10.64375,28.125
11/01/16,8.666666666666666,27.166666666666668
11/01/17,12.15,18.0
11/01/18,16.24375,44.25
11/01/21,34.050000000000004,45.333333333333336
11/01/22,14.1,28.5
11/01/23,11.05,42.0625
11/01/24,13.54375,29.75
11/02/15,11.928571428571429,40.42857142857143
11/02/16,6.75,27.0
11/02/17,6.74,15.5
11/02/18,16.30625,44.125
11/02/20,20.35,52.0
11/02/21,10.714285714285714,23.0
11/02/23,12.875,43.0
11/03/14,8.0,20.0
11/03/15,3.4375,14.125
11/03/16,19.0,44.0
11/03/17,8.82,22.0
11/03/20,29.166666666666668,46.0
11/03/21,20.91875,35.875
11/03/23,16.7125,46.0
11/04/14,11.0,38.0
11/04/15,7.875,19.125
11/04/16,8.5,34.5
11/04/19,15.75,44.0
11/04/20,35.25,63.0
11/04/21,22.5,36.5
11/04/22,9.25,35.5
11/04/24,14.40625,31.5625
11/05/14,11.571428571428571,32.42857142857143
11/05/15,7.75,23.375
11/05/18,19.9625,38.5
11/05/20,20.55,40.0
11/05/21,22.926666666666666,30.857142857142858
11/05/24,11.2,31.4
11/06/14,10.333333333333334,39.0
11/06/15,12.1875,32.5
11/06/17,10.025,30.5
11/06/18,12.757142857142856,31.857142857142858
11/06/20,15.15,33.0
11/06/24,11.6875,29.0625
11/07/14,11.0,37.5
11/07/16,24.0,43.75
11/07/17,11.4625,43.0
11/07/18,13.025,39.5
11/07/19,25.330000000000002,54.4
11/07/22,9.15,19.25
11/07/24,10.35,42.357142857142854
11/08/16,14.833333333333334,40.333333333333336
11/08/17,11.75,29.0
11/08/18,19.4,42.8
11/08/19,23.46,53.8
11/08/21,29.330000000000002,47.6
11/08/24,15.85,33.5
11/09/15,14.5625,30.625
11/09/17,12.15,27.0
11/09/18,15.433333333333332,52.333333333333336
11/09/20,9.613333333333333,17.875
11/09/21,18.575,35.833333333333336
11/09/23,15.524999999999999,59.75
11/10/14,25.0,51.0
11/10/15,7.625,45.625
11/10/17,8.364285714285714,26.714285714285715
11/10/20,16.5,26.0
11/10/21,15.0625,35.5
11/10/23,7.65,26.5
11/12/14,8.75,19.25
11/12/15,9.875,30.125
11/12/19,30.75,40.625
11/12/20,20.6,32.0
11/12/21,16.5,42.0
11/12/24,9.125,25.75
11/13/14,14.8,28.8
11/13/15,13.0,40.0
11/13/19,31.01875,34.5
11/13/20,23.45,42.8
11/13/23,19.45,62.5
11/13/24,11.35,27.0
11/14/14,22.5,43.875
11/14/16,15.6625,35.75
11/14/17,22.175,52.75
11/14/19,22.46666666666667,36.333333333333336
11/14/23,16.633333333333333,36.833333333333336
11/14/24,11.9,34.5
11/15/16,14.71875,48.0
11/15/17,13.35,39.0
11/15/19,13.55,28.0
11/15/21,20.8,35.75
11/15/22,16.725,28.5
11/15/23,16.85,36.5
11/16/15,3.1875,35.5
11/16/16,19.83125,53.375
11/16/17,20.116666666666667,53.0
11/16/18,18.95,64.0
11/16/20,12.07,28.2
11/16/21,39.525,44.0
11/16/22,14.883333333333333,62.833333333333336
11/17/14,10.285714285714286,40.42857142857143
11/17/15,8.5,36.25
11/17/16,12.43125,65.625
11/17/17,6.4,17.0
11/17/20,15.05,37.0
11/17/21,14.45,17.0
11/17/22,14.0,34.714285714285715
11/17/23,12.149999999999999,16.0
11/18/14,10.333333333333334,37.0
11/18/15,17.25,51.25
11/18/16,7.96875,34.875
11/18/20,14.2,34.0
11/18/21,31.05,51.0
11/18/22,13.026666666666666,35.625
11/18/24,12.075,16.5
11/19/14,14.5,46.0
11/19/15,27.75,39.125
11/19/18,32.25,64.0
11/19/20,10.65,24.5
11/20/14,16.75,41.875
11/20/15,22.0,37.57142857142857
11/20/17,15.125,45.0
11/20/18,28.92142857142857,52.142857142857146
11/20/20,20.3375,37.5
11/20/23,10.783333333333333,25.0
11/20/24,10.2,26.0
11/21/14,6.75,21.0
11/21/16,3.06875,3.0
11/21/17,20.599999999999998,47.333333333333336
11/21/19,7.7375,13.25
11/21/22,12.7625,27.25
11/21/23,8.75,41.5
11/21/24,17.7,46.5
11/22/16,10.1,25.0
11/22/17,14.05,37.0
11/22/19,8.7,27.0
11/22/22,13.2125,33.625
11/22/24,14.87142857142857,29.857142857142858
11/23/15,17.571428571428573,29.0
11/23/16,15.2,31.875
11/23/20,18.900000000000002,32.42857142857143
11/23/22,20.43125,44.1875
11/23/23,12.725,26.75
11/24/14,6.285714285714286,24.714285714285715
11/24/15,14.5,44.333333333333336
11/24/16,16.9875,27.125
11/24/17,24.05,41.0
11/24/20,20.0875,42.375
11/24/21,17.2,38.0
11/24/22,27.919999999999998,43.1
11/24/23,9.600000000000001,24.5
11/25/14,9.0,30.571428571428573
11/25/15,3.6666666666666665,22.75
11/25/16,12.725,22.625
11/25/20,21.6875,43.5
11/25/21,12.276923076923076,43.166666666666664
11/25/22,17.96875,37.125
11/26/14,11.75,35.625
11/26/15,10.8,22.6
11/26/18,6.75,15.0
11/26/20,27.48125,40.375
11/26/21,12.9,31.0
11/27/14,10.25,27.625
11/27/15,12.166666666666666,18.166666666666668
11/27/17,29.1625,49.333333333333336
11/27/18,9.575,26.5
11/27/20,18.881249999999998,65.125
11/27/23,7.633333333333333,18.666666666666668
11/30/15,20.125,26.125
11/30/16,14.85,36.375
11/30/17,21.83125,56.125
11/30/20,19.10625,36.375
11/30/22,13.741666666666667,27.5
12/01/14,11.0,14.125
12/01/15,25.25,38.25
12/01/16,14.54375,36.75
12/01/17,21.65625,51.125
12/01/20,18.81875,35.5
12/01/22,4.55,16.5
12/01/23,5.225,16.75
12/02/14,9.75,24.25
12/02/15,15.714285714285714,28.0
12/02/16,17.725,27.125
12/02/20,21.34375,40.875
12/02/21,29.9375,26.75
12/02/22,3.2600000000000002,13.4
12/02/24,22.483333333333334,35.666666666666664
12/03/14,8.375,6.75
12/03/15,16.0,29.571428571428573
12/03/20,28.65625,74.5
12/03/24,22.116666666666664,37.0
12/04/15,9.0,42.75
12/04/17,21.69375,44.0
12/04/19,8.55,9.0
12/04/20,15.91875,34.875
12/04/23,32.900000000000006,44.5
12/05/16,22.6,46.625
12/05/17,10.31875,49.75
12/05/19,10.078571428571427,16.571428571428573
12/05/22,5.65,13.5
12/05/23,14.933333333333332,27.333333333333332
12/06/16,19.16875,44.75
12/06/17,15.7625,55.625
12/06/22,4.966666666666666,8.666666666666666
12/06/23,11.5625,33.8125
12/06/24,26.25,33.0
12/07/15,20.875,30.125
12/07/16,19.3375,41.25
12/07/17,26.4125,55.625
12/07/18,8.566666666666666,13.833333333333334
12/07/20,27.075,52.875
12/07/23,13.65,27.75
12/08/14,10.25,18.875
12/08/15,20.625,44.375
12/08/16,26.925,50.625
12/08/17,12.6875,55.25
12/08/20,12.35625,69.0
12/08/23,13.31875,27.5625
12/09/14,11.428571428571429,23.857142857142858
12/09/15,8.875,53.625
12/09/16,14.975,31.75
12/09/19,9.0,16.0
12/09/20,17.46875,46.375
12/10/14,17.25,34.0
12/10/15,26.0,69.25
12/10/18,12.785714285714286,17.857142857142858
12/10/19,9.55,27.2
12/10/20,16.442857142857143,41.125
12/11/14,47.125,67.125
12/11/15,8.25,32.0
12/11/17,11.975,41.0
12/11/18,20.15625,33.625
12/11/19,17.0,29.0
12/11/20,16.369999999999997,41.4
12/11/23,12.028571428571428,30.285714285714285
12/11/24,6.6,31.5
12/12/14,8.333333333333334,11.875
12/12/16,23.116666666666664,28.666666666666668
12/12/17,15.71875,47.75
12/12/18,21.06875,35.375
12/12/19,20.6,33.0
12/12/23,15.05,32.3125
12/12/24,23.830000000000002,53.7
12/13/16,17.3,26.625
12/13/17,18.6375,53.5
12/13/18,22.49375,37.375
12/13/19,15.116666666666667,44.666666666666664
12/13/22,10.25,22.0
12/13/23,15.89,33.8
12/13/24,12.7125,28.8125
12/14/15,3.25,10.5
12/14/17,24.724999999999998,61.166666666666664
12/14/18,12.40625,26.125
12/14/20,9.200000000000001,41.0
12/14/21,4.625,7.5
12/14/22,14.95,24.214285714285715
12/14/23,18.1625,35.25
12/15/14,16.5,30.625
12/15/15,8.0,17.5
12/15/16,31.15,68.0
12/15/17,24.9625,77.0
12/15/20,14.87,23.4
12/15/21,11.5875,19.25
12/15/23,8.387500000000001,20.875
12/16/14,17.625,35.125
12/16/15,20.75,26.375
12/16/16,3.733333333333333,
12/16/20,17.625,27.0
12/16/21,17.78125,27.875
12/16/22,12.75,20.0
12/16/24,25.65,39.6875
12/17/14,11.625,18.75
12/17/15,28.375,32.125
12/17/18,15.8875,36.125
12/17/21,16.7875,26.75
12/17/24,19.34375,33.8125
12/18/14,12.75,28.75
12/18/15,26.375,32.625
12/18/17,11.1125,29.0
12/18/18,10.21875,18.5
12/18/20,12.75,36.4
12/18/23,18.266666666666666,39.5
12/18/24,22.5125,45.875
12/19/14,18.625,39.125
12/19/16,18.85,42.0
12/19/17,19.5,57.0
12/19/18,13.35625,26.875
12/19/23,7.625,13.666666666666666
12/19/24,6.875,20.5
12/20/16,8.6,54.0
12/20/17,23.669999999999998,53.2
12/20/18,25.607142857142858,36.42857142857143
12/20/19,12.950000000000001,29.333333333333332
12/20/21,31.50625,46.25
12/20/23,8.783333333333333,12.833333333333334
12/20/24,17.875,37.75
12/21/15,26.0,28.0
12/21/16,9.4,23.0
12/21/17,5.7,18.0
12/21/18,21.683333333333334,83.33333333333333
12/21/20,12.81875,29.5
12/21/21,22.53125,27.5
12/22/14,27.857142857142858,47.0
12/22/15,10.2,28.375
12/22/16,5.15,8.0
12/22/17,17.65,65.0
12/22/20,16.164285714285715,33.57142857142857
12/22/21,23.5125,42.25
12/22/23,2.4,5.0
