Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
12/11/23,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,18.0,South Coast AQMD
12/11/23,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,5.0,South Coast AQMD
12/11/23,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,18.0,South Coast AQMD
12/11/23,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.3,South Coast AQMD
12/11/23,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,13.0,South Coast AQMD
12/11/23,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.6,South Coast AQMD
12/11/23,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,17.0,South Coast AQMD
12/11/23,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.7,South Coast AQMD
12/11/23,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,17.0,South Coast AQMD
12/11/23,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.0,South Coast AQMD
12/11/23,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,30.0,South Coast AQMD
12/11/23,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,5.0,South Coast AQMD
12/11/23,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,44.0,South Coast AQMD
12/11/23,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.8,South Coast AQMD
12/11/23,08:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,28.0,South Coast AQMD
12/11/23,08:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,18.4,South Coast AQMD
12/11/23,09:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,28.0,South Coast AQMD
12/11/23,09:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,11.3,South Coast AQMD
12/11/23,10:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,29.0,South Coast AQMD
12/11/23,10:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,12.5,South Coast AQMD
12/11/23,11:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,28.0,South Coast AQMD
12/11/23,11:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,12.8,South Coast AQMD
12/11/23,13:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,26.0,South Coast AQMD
12/11/23,13:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,16.0,South Coast AQMD
12/11/23,14:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,46.0,South Coast AQMD
12/11/23,14:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,16.7,South Coast AQMD
12/11/23,15:00,840060374009,Long Beach Signal Hi,-8,PM10,UG/M3,82.0,South Coast AQMD
12/11/23,15:00,840060374009,Long Beach Signal Hi,-8,PM2.5,UG/M3,32.3,South Coast AQMD
