Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
02/19/20,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,46.0,South Coast AQMD
02/19/20,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,29.0,South Coast AQMD
02/19/20,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,50.0,South Coast AQMD
02/19/20,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,33.0,South Coast AQMD
02/19/20,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,44.0,South Coast AQMD
02/19/20,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,26.0,South Coast AQMD
02/19/20,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,46.0,South Coast AQMD
02/19/20,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,25.0,South Coast AQMD
02/19/20,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,44.0,South Coast AQMD
02/19/20,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,29.0,South Coast AQMD
02/19/20,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,46.0,South Coast AQMD
02/19/20,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,26.0,South Coast AQMD
02/19/20,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,49.0,South Coast AQMD
02/19/20,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,29.0,South Coast AQMD
02/19/20,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,21.6,South Coast AQMD
02/19/20,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,15.4,South Coast AQMD
02/19/20,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,22.5,South Coast AQMD
02/19/20,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,27.9,South Coast AQMD
02/19/20,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,16.1,South Coast AQMD
02/19/20,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,23.9,South Coast AQMD
02/19/20,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,28.6,South Coast AQMD
