Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
06/08/15,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,13.0,South Coast AQMD
06/08/15,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,22.0,South Coast AQMD
06/08/15,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
06/08/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,24.0,South Coast AQMD
06/08/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
06/08/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,26.0,South Coast AQMD
06/08/15,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.0,South Coast AQMD
06/08/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,26.0,South Coast AQMD
06/08/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
06/08/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,28.0,South Coast AQMD
06/08/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,29.0,South Coast AQMD
06/08/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,26.0,South Coast AQMD
06/08/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,18.0,South Coast AQMD
06/08/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,30.0,South Coast AQMD
06/08/15,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,31.0,South Coast AQMD
06/08/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,45.0,South Coast AQMD
06/08/15,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.0,South Coast AQMD
06/08/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.0,South Coast AQMD
06/08/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.0,South Coast AQMD
06/08/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.0,South Coast AQMD
06/08/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.0,South Coast AQMD
06/08/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,22.0,South Coast AQMD
06/08/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,30.0,South Coast AQMD
06/08/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,33.0,South Coast AQMD
