Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
11/27/20,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,80.0,South Coast AQMD
11/27/20,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,27.0,South Coast AQMD
11/27/20,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,71.0,South Coast AQMD
11/27/20,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,21.0,South Coast AQMD
11/27/20,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,69.0,South Coast AQMD
11/27/20,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,21.0,South Coast AQMD
11/27/20,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,60.0,South Coast AQMD
11/27/20,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.0,South Coast AQMD
11/27/20,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,58.0,South Coast AQMD
11/27/20,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.0,South Coast AQMD
11/27/20,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,54.0,South Coast AQMD
11/27/20,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,8.0,South Coast AQMD
11/27/20,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,64.0,South Coast AQMD
11/27/20,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
11/27/20,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,65.0,South Coast AQMD
11/27/20,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,12.0,South Coast AQMD
11/27/20,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.6,South Coast AQMD
11/27/20,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,16.9,South Coast AQMD
11/27/20,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.9,South Coast AQMD
11/27/20,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.9,South Coast AQMD
11/27/20,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,32.3,South Coast AQMD
11/27/20,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,46.3,South Coast AQMD
11/27/20,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,24.9,South Coast AQMD
11/27/20,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,20.3,South Coast AQMD
