Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
12/14/17,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,48.0,South Coast AQMD
12/14/17,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,18.0,South Coast AQMD
12/14/17,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,43.0,South Coast AQMD
12/14/17,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,20.0,South Coast AQMD
12/14/17,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,51.0,South Coast AQMD
12/14/17,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,19.0,South Coast AQMD
12/14/17,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,56.0,South Coast AQMD
12/14/17,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,21.0,South Coast AQMD
12/14/17,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,83.0,South Coast AQMD
12/14/17,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,21.0,South Coast AQMD
12/14/17,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,86.0,South Coast AQMD
12/14/17,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,23.0,South Coast AQMD
12/14/17,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,29.1,South Coast AQMD
12/14/17,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,31.8,South Coast AQMD
12/14/17,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,30.1,South Coast AQMD
12/14/17,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,25.4,South Coast AQMD
12/14/17,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,27.2,South Coast AQMD
12/14/17,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,31.1,South Coast AQMD
