Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
08/25/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,24.0,South Coast AQMD
08/25/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,43.0,South Coast AQMD
08/25/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,32.0,South Coast AQMD
08/25/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,32.0,South Coast AQMD
08/25/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,24.0,South Coast AQMD
08/25/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,42.0,South Coast AQMD
08/25/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,23.0,South Coast AQMD
08/25/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,41.0,South Coast AQMD
08/25/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.0,South Coast AQMD
08/25/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.0,South Coast AQMD
08/25/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,12.0,South Coast AQMD
08/25/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,15.0,South Coast AQMD
