Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
01/27/15,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.0,South Coast AQMD
01/27/15,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,12.0,South Coast AQMD
01/27/15,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.0,South Coast AQMD
01/27/15,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,18.0,South Coast AQMD
01/27/15,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,10.0,South Coast AQMD
01/27/15,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,18.0,South Coast AQMD
01/27/15,11:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
01/27/15,11:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,23.0,South Coast AQMD
01/27/15,12:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,17.0,South Coast AQMD
01/27/15,12:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,29.0,South Coast AQMD
01/27/15,13:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,16.0,South Coast AQMD
01/27/15,13:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,24.0,South Coast AQMD
01/27/15,14:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,14.0,South Coast AQMD
01/27/15,14:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,24.0,South Coast AQMD
01/27/15,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,18.0,South Coast AQMD
01/27/15,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,31.0,South Coast AQMD
01/27/15,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,2.0,South Coast AQMD
01/27/15,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,9.0,South Coast AQMD
01/27/15,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.0,South Coast AQMD
01/27/15,11:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.0,South Coast AQMD
01/27/15,12:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
01/27/15,13:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
01/27/15,14:00,060374004,South Long Beach,-8,PM2.5,UG/M3,14.0,South Coast AQMD
01/27/15,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,34.0,South Coast AQMD
