Date,Time,SiteCode,Location,Timezone,Parameter,Unit,Value,Agency
03/09/16,08:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.0,South Coast AQMD
03/09/16,08:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,27.0,South Coast AQMD
03/09/16,09:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,7.0,South Coast AQMD
03/09/16,09:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,23.0,South Coast AQMD
03/09/16,10:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,6.0,South Coast AQMD
03/09/16,10:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,23.0,South Coast AQMD
03/09/16,15:00,060371103,Los Angeles - N. Mai,-8,PM2.5,UG/M3,9.0,South Coast AQMD
03/09/16,15:00,060371103,Los Angeles - N. Mai,-8,PM10,UG/M3,32.0,South Coast AQMD
03/09/16,08:00,060374004,South Long Beach,-8,PM2.5,UG/M3,13.0,South Coast AQMD
03/09/16,09:00,060374004,South Long Beach,-8,PM2.5,UG/M3,11.0,South Coast AQMD
03/09/16,10:00,060374004,South Long Beach,-8,PM2.5,UG/M3,10.0,South Coast AQMD
03/09/16,15:00,060374004,South Long Beach,-8,PM2.5,UG/M3,8.0,South Coast AQMD
