Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
05/04/19,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,24.0,44.0
05/04/19,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,25.0,43.0
05/04/19,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,25.0,46.0
