Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
03/25/21,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.0,31.0
03/25/21,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,36.0,26.0
03/25/21,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,10.0,26.0
03/25/21,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,26.0
03/25/21,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,38.0,35.0
03/25/21,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,,26.0
03/25/21,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,4.0,40.0
03/25/21,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,13.0,39.0
