Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
02/17/23,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.6,24.0
02/17/23,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.4,24.0
02/17/23,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.4,17.0
02/17/23,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.5,18.0
02/17/23,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,5.5,20.0
02/17/23,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.9,26.0
02/17/23,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.8,32.0
02/17/23,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,8.9,31.0
