Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
11/02/16,10:00,060374004,South Long Beach,-8,UG/M3,South Coast AQMD,8.0,
11/02/16,11:00,060374004,South Long Beach,-8,UG/M3,South Coast AQMD,9.0,
