YearWeek,PM2.5,PM10
2015-10,11.486486486486486,
2015-11,23.324324324324323,
2015-12,12.794871794871796,
2015-13,7.0,
2015-14,16.95,
2015-15,9.03225806451613,
2015-16,13.346153846153847,
2015-17,10.25,
2015-18,14.325,
2015-19,9.0,
2015-2,17.526315789473685,
2015-20,12.636363636363637,
2015-21,6.8,
2015-22,12.076923076923077,
2015-23,10.15,
2015-24,10.85,
2015-3,21.571428571428573,
2015-34,19.34285714285714,
2015-35,16.954545454545453,
2015-36,6.75,
2015-37,12.971428571428572,
2015-38,6.916666666666667,
2015-39,11.625,
2015-4,30.944444444444443,
2015-40,9.425,
2015-41,10.444444444444445,
2015-42,7.25,
2015-43,9.86111111111111,
2015-44,15.974358974358974,
2015-45,8.256410256410257,
2015-46,11.46875,
2015-47,17.677419354838708,
2015-48,11.966666666666667,
2015-49,17.289473684210527,
2015-5,15.0,
2015-50,16.18918918918919,
2015-51,17.35,
2015-52,19.923076923076923,
2015-6,32.142857142857146,
2015-7,14.454545454545455,
2015-8,38.18181818181818,
2015-9,9.9,
2016-1,10.35,
2016-10,9.482758620689655,
2016-11,8.176470588235293,
2016-12,10.9375,
2016-13,9.5,
2016-14,12.933333333333334,
2016-15,9.571428571428571,
2016-16,15.0,
2016-17,12.222222222222221,
2016-18,11.742857142857142,
2016-19,10.076923076923077,
2016-2,23.0,
2016-20,8.333333333333334,
2016-21,3.6363636363636362,
2016-3,14.68,
2016-34,11.333333333333334,
2016-35,9.5,
2016-36,11.23076923076923,
2016-37,7.904761904761905,
2016-38,13.782608695652174,
2016-39,10.714285714285714,
2016-4,18.842105263157894,
2016-40,9.4,
2016-41,9.1,
2016-42,13.35135135135135,
2016-43,4.2727272727272725,
2016-44,10.88888888888889,
2016-46,14.37,
2016-47,12.857499999999998,
2016-48,18.370833333333334,
2016-49,22.591666666666665,
2016-5,12.789473684210526,
2016-50,16.08,
2016-51,12.0,
2016-6,20.303030303030305,
2016-7,20.285714285714285,
2016-8,16.15625,
2016-9,15.176470588235293,
2017-1,15.421875,
2017-10,13.634285714285713,
2017-11,31.818181818181817,
2017-12,5.33,
2017-13,6.7,
2017-14,16.45416666666667,
2017-15,12.059999999999999,
2017-16,9.28108108108108,
2017-17,12.11111111111111,
2017-18,14.4,
2017-19,13.866666666666667,
2017-2,9.692499999999999,
2017-20,13.316129032258065,
2017-21,17.365625,
2017-22,12.235,
2017-23,8.177777777777777,
2017-24,9.6,
2017-3,15.59,
2017-33,12.425,
2017-34,9.850000000000001,
2017-35,13.3125,
2017-36,15.169999999999998,
2017-37,10.809999999999999,
2017-38,12.819047619047618,
2017-39,10.991666666666667,
2017-4,15.733333333333333,
2017-40,15.333333333333334,
2017-41,18.945454545454545,
2017-42,18.692307692307693,
2017-43,17.992592592592594,
2017-44,6.152631578947369,
2017-45,7.113333333333333,
2017-46,14.540000000000001,
2017-47,22.614285714285717,
2017-48,20.83888888888889,
2017-49,19.875,
2017-5,21.886666666666667,
2017-50,21.8,
2017-51,18.145454545454545,
2017-6,3.56,
2017-7,13.911538461538461,
2017-8,10.645,
2017-9,13.62,
2018-1,39.96666666666667,
2018-10,12.182500000000001,
2018-11,6.725714285714286,
2018-12,8.522727272727273,
2018-14,14.377777777777778,
2018-15,14.866666666666667,
2018-16,7.80625,
2018-17,16.142500000000002,
2018-18,10.372,
2018-19,8.05,
2018-2,19.675,
2018-20,7.390000000000001,
2018-21,8.1,
2018-22,5.5181818181818185,
2018-23,11.01,
2018-3,22.247826086956522,
2018-33,10.675,
2018-34,21.9,
2018-35,12.620000000000001,
2018-36,16.5,
2018-37,10.833333333333334,
2018-38,12.43030303030303,
2018-39,16.853125,
2018-4,17.45,
2018-41,9.5125,
2018-42,9.116666666666667,
2018-43,17.645454545454545,
2018-44,20.072499999999998,
2018-45,13.267999999999999,
2018-46,20.9,
2018-47,39.425,
2018-48,10.933333333333332,
2018-49,11.133333333333333,
2018-5,18.7,
2018-50,21.71794871794872,
2018-51,19.794117647058822,
2018-6,26.752,
2018-7,11.266666666666666,
2018-8,7.7,
2018-9,9.86470588235294,
2019-1,23.619999999999997,
2019-10,3.75,
2019-11,9.141176470588235,
2019-12,10.934782608695652,
2019-14,3.325,
2019-15,19.8,
2019-16,15.8375,
2019-18,10.755555555555555,
2019-19,3.6725000000000003,
2019-2,20.099999999999998,
2019-20,9.136363636363637,
2019-21,10.0,
2019-24,7.8,
2019-3,7.029999999999999,
2019-33,9.2375,
2019-34,7.2192307692307685,
2019-35,8.278571428571428,
2019-36,9.020000000000001,
2019-37,8.059999999999999,
2019-38,8.55,
2019-39,10.353846153846153,
2019-4,3.6,
2019-40,11.727272727272727,
2019-41,14.155555555555557,
2019-42,13.166666666666666,
2019-43,16.314285714285713,
2019-44,10.6,
2019-45,20.854545454545455,
2019-46,31.02173913043478,
2019-47,8.950000000000001,
2019-49,9.65,
2019-5,15.847999999999999,
2019-50,12.528571428571428,
2019-51,16.900000000000002,
2019-6,4.896,
2019-7,12.3,
2019-8,19.3,
2019-9,17.444444444444443,
2020-1,22.45,
2020-10,10.34,
2020-11,4.55,
2020-12,6.8125,
2020-14,10.0,
2020-15,5.255263157894737,
2020-16,10.179166666666667,
2020-18,10.757142857142856,
2020-19,14.300000000000002,
2020-2,14.667567567567568,
2020-20,10.9,
2020-21,8.868571428571428,
2020-22,14.9,
2020-23,12.15,
2020-24,12.75,
2020-3,33.41304347826087,
2020-34,17.95,
2020-35,11.8,
2020-36,13.726923076923079,
2020-37,15.19090909090909,
2020-38,50.68181818181818,
