Date,Time,SiteCode,Location,Timezone,Unit,Agency,PM2.5,PM10
10/10/16,08:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,11.0,32.0
10/10/16,09:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.0,28.0
10/10/16,10:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.0,29.0
10/10/16,11:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,9.0,31.0
10/10/16,12:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,7.0,30.0
10/10/16,13:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,12.0,33.0
10/10/16,14:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.0,40.0
10/10/16,15:00,060371103,Los Angeles - N. Mai,-8,UG/M3,South Coast AQMD,14.0,58.0
